# nlmax, ncor, nside =        1000           6        2048
    0   0.8016058504546684E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    1   0.7995351523531433E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    2   0.7954111929845996E-08  0.2607730130455978E-11 -0.1740161022671539E-12 -0.1143275526438864E-10  0.8981912475741725E-11  0.2284789779946833E-17
    3   0.7892685947399999E-08  0.2600377254964645E-11 -0.1730174928515538E-12 -0.1134287089033308E-10  0.8974118934038804E-11  0.1132695271792611E-16
    4   0.7811586764443199E-08  0.2590599175536789E-11 -0.1716889489405589E-12 -0.1122370642060700E-10  0.8963630098382677E-11  0.3359644234573231E-16
    5   0.7711487117341458E-08  0.2578417969226611E-11 -0.1700329962270477E-12 -0.1107584314951135E-10  0.8950363750712442E-11  0.7728373520905089E-16
    6   0.7593209906030878E-08  0.2563861276389975E-11 -0.1680528066037189E-12 -0.1090000440670251E-10  0.8934218902669751E-11  0.1519467376977167E-15
    7   0.7457716553520849E-08  0.2546962275480806E-11 -0.1657522041608654E-12 -0.1069705303708622E-10  0.8915076799233539E-11  0.2680944143582947E-15
    8   0.7306093765460922E-08  0.2527759720747267E-11 -0.1631356766306746E-12 -0.1046798858695520E-10  0.8892802366070720E-11  0.4367224194057202E-15
    9   0.7139538639744371E-08  0.2506297939719825E-11 -0.1602083853251179E-12 -0.1021394370376479E-10  0.8867245740432492E-11  0.6688177502258458E-15
   10   0.6959342535232756E-08  0.2482626829095857E-11 -0.1569761759762361E-12 -0.9936179874535512E-11  0.8838244021585397E-11  0.9748505546864840E-15
   11   0.6766873997556244E-08  0.2456801845035257E-11 -0.1534455900282720E-12 -0.9636082437698884E-11  0.8805623226841788E-11  0.1364271668924501E-14
   12   0.6563561089759500E-08  0.2428883997633211E-11 -0.1496238767528977E-12 -0.9315154856075738E-11  0.8769200487260598E-11  0.1845034239127857E-14
   13   0.6350873356339681E-08  0.2398939814214301E-11 -0.1455190036945988E-12 -0.8975012063389596E-11  0.8728786355114339E-11  0.2423156864771777E-14
   14   0.6130303761640411E-08  0.2367041275148304E-11 -0.1411396654849346E-12 -0.8617372866367711E-11  0.8684187228993047E-11  0.3102344172361949E-14
   15   0.5903351043191327E-08  0.2333265769691735E-11 -0.1364952935795894E-12 -0.8244051544116805E-11  0.8635208062913404E-11  0.3883678713396412E-14
   16   0.5671502539378907E-08  0.2297695981231267E-11 -0.1315960610673770E-12 -0.7856948280381066E-11  0.8581655020895860E-11  0.4765395380302320E-14
   17   0.5436217965285210E-08  0.2260419775548058E-11 -0.1264528866784172E-12 -0.7458038694965171E-11  0.8523338331129272E-11  0.5742746747970969E-14
   18   0.5198914280088984E-08  0.2221530052232506E-11 -0.1210774351599493E-12 -0.7049362327300548E-11  0.8460075179642402E-11  0.6807964444579218E-14
   19   0.4960951842808488E-08  0.2181124549210575E-11 -0.1154821131127455E-12 -0.6633010067230491E-11  0.8391692584286125E-11  0.7950318293951230E-14
   20   0.4723622103275429E-08  0.2139305627451262E-11 -0.1096800613794264E-12 -0.6211110665402047E-11  0.8318030327962103E-11  0.9156271719525314E-14
   21   0.4488136892118376E-08  0.2096180002724355E-11 -0.1036851417015998E-12 -0.5785816280218069E-11  0.8238943799450556E-11  0.1040972848549893E-13
   22   0.4255619460906959E-08  0.2051858444975668E-11 -0.9751191832560319E-13 -0.5359287216690000E-11  0.8154306789834569E-11  0.1169236296286513E-13
   23   0.4027097287587250E-08  0.2006455424306932E-11 -0.9117563302426317E-13 -0.4933675910333799E-11  0.8064014129784164E-11  0.1298402325093112E-13
   24   0.3803496694032545E-08  0.1960088714210343E-11 -0.8469217369413297E-13 -0.4511110331547224E-11  0.7967984171729518E-11  0.1426319430804903E-13
   25   0.3585639238130289E-08  0.1912878941580493E-11 -0.7807803566908164E-13 -0.4093676952948550E-11  0.7866161035597507E-11  0.1550750634106514E-13
   26   0.3374239885839708E-08  0.1864949113937420E-11 -0.7135027669554893E-13 -0.3683403540936749E-11  0.7758516700936158E-11  0.1669427274488205E-13
   27   0.3169906768751462E-08  0.1816424067643752E-11 -0.6452646287368950E-13 -0.3282241859449967E-11  0.7645052673659973E-11  0.1780104055307902E-13
   28   0.2973142522033005E-08  0.1767429893255218E-11 -0.5762460783364236E-13 -0.2892050654338099E-11  0.7525801411104900E-11  0.1880613706657445E-13
   29   0.2784347019152128E-08  0.1718093316573030E-11 -0.5066310405500808E-13 -0.2514579117015159E-11  0.7400827375775808E-11  0.1968919626596672E-13
   30   0.2603821356431959E-08  0.1668541042492688E-11 -0.4366064664325272E-13 -0.2151451106658297E-11  0.7270227703761376E-11  0.2043164979974461E-13
   31   0.2431772918088652E-08  0.1618899065155758E-11 -0.3663614986771000E-13 -0.1804150407328324E-11  0.7134132460797708E-11  0.2101716879347142E-13
   32   0.2268321359112510E-08  0.1569291959372348E-11 -0.2960865718936651E-13 -0.1474007307772007E-11  0.6992704511830218E-11  0.2143204476461263E-13
   33   0.2113505308213315E-08  0.1519842149942044E-11 -0.2259724513765640E-13 -0.1162186756308954E-11  0.6846138954133360E-11  0.2166549993449706E-13
   34   0.1967289621284705E-08  0.1470669173810754E-11 -0.1562092208684760E-13 -0.8696783519748225E-12  0.6694662147180606E-11  0.2170991990174594E-13
   35   0.1829573009579279E-08  0.1421888944838994E-11 -0.8698522922115423E-14 -0.5972883968571168E-12  0.6538530356189661E-11  0.2156100419856840E-13
   36   0.1700195874155998E-08  0.1373613031213200E-11 -0.1848600726078062E-14 -0.3456342012658211E-12  0.6378028032870513E-11  0.2121783289968216E-13
   37   0.1578948181925789E-08  0.1325947949646384E-11  0.4910683218344102E-14 -0.1151407931202989E-12  0.6213465735090610E-11  0.2068284995313841E-13
   38   0.1465577254555238E-08  0.1278994497935282E-11  0.1156166957265542E-13  0.9395985611606016E-13  0.6045177773386209E-11  0.1996176662579385E-13
   39   0.1359795834755001E-08  0.1232847583805260E-11  0.1808731643393920E-13  0.2816271416176215E-12  0.5873521760989916E-11  0.1906339745353279E-13
   40   0.1261289016189753E-08  0.1187595454454621E-11  0.2447131455680336E-13  0.4480077246007239E-12  0.5698874918288284E-11  0.1799941837861780E-13
   41   0.1169719050360849E-08  0.1143317269037361E-11  0.3069814634167040E-13  0.5934278072068079E-12  0.5521621852269993E-11  0.1678404100017097E-13
   42   0.1084734580124784E-08  0.1100085295363330E-11  0.3675321617509453E-13  0.7183843970567424E-12  0.5342164012760087E-11  0.1543370969649072E-13
   43   0.1005975316004159E-08  0.1057963606202726E-11  0.4262292907191674E-13  0.8235337337015995E-12  0.5160912092238836E-11  0.1396670616111121E-13
   44   0.9330772285964837E-09  0.1017007827067349E-11  0.4829476892239868E-13  0.9096777811134525E-12  0.4978282993771867E-11  0.1240274382345259E-13
   45   0.8656771327946290E-09  0.9772649764154347E-12  0.5375736620105327E-13  0.9777489782158157E-12  0.4794696859391208E-11  0.1076254866572692E-13
   46   0.8034166633117812E-09  0.9387734062397556E-12  0.5900055416266467E-13  0.1028793554309505E-11  0.4610574226576400E-11  0.9067437719469376E-14
   47   0.7459456466496672E-09  0.9015628410441880E-12  0.6401541248957651E-13  0.1063953740557406E-11  0.4426333335379513E-11  0.7338905749737884E-14
   48   0.6929248926653408E-09  0.8656545181967742E-12  0.6879429796865497E-13  0.1084449235257308E-11  0.4242387635745310E-11  0.5598229763413184E-14
   49   0.6440284316081532E-09  0.8310614226825531E-12  0.7333086162315979E-13  0.1091558282658036E-11  0.4059143497822061E-11  0.3866099708715940E-14
