# nlmax, ncor, nside =        1000           6        2048
    0   0.9644250896688349E-09  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    1   0.9620440082876842E-09  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    2   0.9573013877334887E-09  0.3051045482228213E-12  0.5125656385866274E-15 -0.8020369344836549E-12  0.1010548384656004E-11  0.3148967758331280E-18
    3   0.9502360359011287E-09  0.3042672005427765E-12  0.5643882327641968E-15 -0.7936050813934604E-12  0.1010411378129869E-11  0.1560989966745516E-17
    4   0.9409054888826907E-09  0.3031534485090941E-12  0.6334368476698241E-15 -0.7824259246726398E-12  0.1010209734486441E-11  0.4629493664091978E-17
    5   0.9293851936439671E-09  0.3017656186841809E-12  0.7196683452864523E-15 -0.7685535988385248E-12  0.1009927395411483E-11  0.1064803346387119E-16
    6   0.9157674761024654E-09  0.3001066271687287E-12  0.8230265202232349E-15 -0.7520556081944276E-12  0.1009544555523529E-11  0.2093155288395433E-16
    7   0.9001602576611527E-09  0.2981799785022540E-12  0.9434405830962076E-15 -0.7330126882163529E-12  0.1009037820364797E-11  0.3692444301415535E-16
    8   0.8826855964637179E-09  0.2959897723141154E-12  0.1080823378316808E-14 -0.7115186473391224E-12  0.1008380423958002E-11  0.6013603240209233E-16
    9   0.8634780442059534E-09  0.2935407056676088E-12  0.1235069321188012E-14 -0.6876801514424181E-12  0.1007542465565997E-11  0.9207181628549116E-16
   10   0.8426828643632817E-09  0.2908380756231316E-12  0.1406052076915481E-14 -0.6616164558830022E-12  0.1006491181217098E-11  0.1341629587544161E-15
   11   0.8204541441342517E-09  0.2878877815627831E-12  0.1593621998034469E-14 -0.6334590761785020E-12  0.1005191248659840E-11  0.1876966621157258E-15
   12   0.7969528383521764E-09  0.2846963284293548E-12  0.1797603350119809E-14 -0.6033513915126812E-12  0.1003605129864037E-11  0.2537499646672735E-15
   13   0.7723447691834442E-09  0.2812708267439905E-12  0.2017791332158920E-14 -0.5714481633499269E-12  0.1001693436654010E-11  0.3331293979305452E-15
   14   0.7467986191110545E-09  0.2776189898359961E-12  0.2253948914578912E-14 -0.5379149629353548E-12  0.9994153200975082E-12  0.4263187183971602E-15
   15   0.7204839671016425E-09  0.2737491338549290E-12  0.2505803571395381E-14 -0.5029275110538888E-12  0.9967289027236589E-12  0.5334366444919496E-15
   16   0.6935693718008789E-09  0.2696701699351657E-12  0.2773043871438096E-14 -0.4666709012962848E-12  0.9935917145679558E-12  0.6542061498791935E-15
   17   0.6662205563683906E-09  0.2653915971331280E-12  0.3055316032359114E-14 -0.4293387186716437E-12  0.9899611618496038E-12  0.7879364720732670E-15
   18   0.6385987098537219E-09  0.2609234914461160E-12  0.3352220456304856E-14 -0.3911320392968992E-12  0.9857950094343071E-12  0.9335185316025566E-15
   19   0.6108589269417598E-09  0.2562764897071528E-12  0.3663308281775501E-14 -0.3522583071356069E-12  0.9810518694651665E-12  0.1089433985440132E-14
   20   0.5831488146359715E-09  0.2514617715007076E-12  0.3988078048087737E-14 -0.3129300923051000E-12  0.9756917044461552E-12  0.1253777682311438E-14
   21   0.5556072725883729E-09  0.2464910351665784E-12  0.4325972491879175E-14 -0.2733637265484628E-12  0.9696763260570214E-12  0.1424292810004578E-14
